Course links
https://oer.hax.psu.edu/mzw171/sites/tree-octopie/
http://mcgarvelcuddy.com/haxcms_1/sites/binding-of-isaac-rebirth-5-run-breaking-items/
https://oer.hax.psu.edu/lrh5268/sites/big10-mascots/
https://oer.hax.psu.edu/npw5096/sites/fortnite/
https://oer.hax.psu.edu/sgd5098/sites/basketball-101/
https://oer.hax.psu.edu/rcs38/sites/noteblock-trolls/
https://oer.hax.psu.edu/amd6589/sites/the-history-of-hockey/
https://oer.hax.psu.edu/jzm6026/sites/haxcms/
https://oer.hax.psu.edu/ojg5046/sites/counter-coder/
https://oer.hax.psu.edu/jch5665/sites/6-people-i-want-to-meet-before-i-die/
https://oer.hax.psu.edu/bss5369/sites/techsiggsskis/
http://thetechnor.com/sites/ist402/
https://oer.hax.psu.edu/jec5739/sites/b-lucky-s-hax-site/
https://oer.hax.psu.edu/lrv5050/sites/guide-to-prague/
https://oer.hax.psu.edu/drj5134/sites/billiards-and-beyond/
https://oer.hax.psu.edu/drb5611/sites/how-to-be-a-beast-at-madden/
https://oer.hax.psu.edu/nas49/sites/top-10-university-mascots/
https://oer.hax.psu.edu/aqk5488/sites/atechk/
https://oer.hax.psu.edu/eaz5069/sites/how-to-have-the-perfect-camping-trip/
http://clavan440.com/education/sites/5-iconic-video-game-items/
https://oer.hax.psu.edu/smj5505/sites/dogs/
https://oer.hax.psu.edu/rak5514/sites/raktechstudent/
https://oer.hax.psu.edu/sxc762/sites/wizarding-world/
https://oer.hax.psu.edu/nvm5304/sites/how-to-track-a-car/
